Item Type,Product ID,Product Code/SKU,Option Set,Product Type,Product Description,Price,Retail Price,Sale Price,Cost Price,Product Name,Brand Name,Category,,Product Weight,Current Stock Level,Free Shipping,Product Availability,Search Keywords,Sort Order,Product Image File - 1,Product Image Description - 1,Product Image Is Thumbnail - 1,Product Image Sort - 1,Product Image File - 2,Product Image Description - 2,Product Image Is Thumbnail - 2,Product Image Sort - 2,Product Image File - 3,Product Image Description - 3,Product Image Is Thumbnail - 3,Product Image Sort - 3,Product Image File - 4,Product Image Description - 4,Product Image Is Thumbnail - 4,Product Image Sort - 4,Product Image File - 5,Product Image Description - 5,Product Image Is Thumbnail - 5,Product Image Sort - 5,Meta Description
SKU,,AGB4SH070,,,,,,,0,[S]Size=US 7.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB4SH075,,,,,,,0,[S]Size=US 7.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB4SH115,,,,,,,0,[S]Size=US 11.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
Product,,,ASICS Gel-Blast 5 Men's Shoes Royal/Black/White,P," Continually setting the bar higher, ASICS created the Gel Blast 5 with easy court movement and quick cuts in mind. Featuring their Flexion Fit Upper and Personalized Heel Fit technologies, the Blast provides a superior fit and feel while delivering ample support and cushioning. On top of that, the Wet Grip Outsole delivers maximum traction even in less-than-ideal court conditions making this shoe one of the best all around performers money can buy.Upper: Flexion Fit Upper with RhyonSkin for durability.Outsole: Wet Grip Gum Rubber OutsoleFit: This shoe fits about a 1/2 size large - if you are unsure, we recommend purchasing a 1/2 size smaller. Arch support is low.Sizes: 7 - 15Color scheme: Royal Blue/Black/WhiteWeight: 14.51 oz (Size 10.5) 			Note: Due to manufacturer's restrictions, we are unable to ship Asics products outside the United States.",13686,13686,7874,5388.88,ASICS Gel-Blast 5 Men's Shoes Royal/Black/White,ASICS,Racket Sports/Squash/Squash Shoes; Racket Sports/Badminton/Badminton Shoes; Racket Sports/Table Tennis/Table Tennis Shoes; Team Sports/Volleyball/Volleyball Shoes; Shoes/Men's Shoes/Indoor Court Shoes,,0,100,N,12-17 Working Days,"Indoor Court Shoes, Squash Shoes, Badminton Shoes, Volleyball Shoes, Racquet Shoes, Non Marking Shoes, Gum Sole Shoes, Non-Marking ShoesASICS",-250,http://img.tennis-warehouse.com/watermark/rsrb.php?path=AGB5SH-1.jpg,Buy ASICS Gel-Blast 5 Men's Shoes Royal/Black/White Online in India at LiveYourSport.com,Yes,1,http://img.tennis-warehouse.com/watermark/rsrb.php?path=AGB5SH-2.jpg,,,2,http://img.tennis-warehouse.com/watermark/rsrb.php?path=AGB5SH-3.jpg,,,3,http://img.tennis-warehouse.com/watermark/rsrb.php?path=AGB5SH-4.jpg,,,4,http://img.tennis-warehouse.com/watermark/rsrb.php?path=AGB5SH-5.jpg,,,5,Buy ASICS Gel-Blast 5 Men's Shoes Royal/Black/White Online in India at LiveYourSport.com. Free Shipping and Cash On Delivery Available Visit our Store for More Exciting Offers on Indoor Court Shoes
SKU,,AGB5SH110,,,,,,,0,[S]Size=US 11.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB5SH115,,,,,,,0,[S]Size=US 11.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB5SH120,,,,,,,0,[S]Size=US 12.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB5SH125,,,,,,,0,[S]Size=US 12.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB5SH130,,,,,,,0,[S]Size=US 13.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB5SH140,,,,,,,0,[S]Size=US 14.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB5SH150,,,,,,,0,[S]Size=US 15.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
Product,,,Asics Gel-Blast 6 Men's Shoes Green/White/Black,P," Continually setting the bar higher, ASICS created the Gel Blast 6 with easy court movement and quick cuts in mind. Featuring their Flexion Fit Upper and Personalized Heel Fit technologies, the Blast provides a superior fit and feel while delivering ample support and cushioning. On top of that, the Wet Grip Outsole delivers maximum traction even in less-than-ideal court conditions making this shoe one of the best all around performers money can buy.Upper: Flexion Fit Upper with RhynoSkin for durabilityOutsole: Wet Grip gum rubber Fit: Standard length with medium arch supportColor: Green/White/BlackWeight: 14.51 oz (Size 10.5)Note: Due to manufacturer's restrictions, we are unable to ship Asics products outside the United States.",13686,13686,9196,6293.68,Asics Gel-Blast 6 Men's Shoes Green/White/Black,Asics,Racket Sports/Squash/Squash Shoes; Racket Sports/Badminton/Badminton Shoes; Racket Sports/Table Tennis/Table Tennis Shoes; Team Sports/Volleyball/Volleyball Shoes; Shoes/Men's Shoes/Indoor Court Shoes,,0,100,N,12-17 Working Days,"Indoor Court Shoes, Squash Shoes, Badminton Shoes, Volleyball Shoes, Racquet Shoes, Non Marking Shoes, Gum Sole Shoes, Non-Marking ShoesAsics",-300,http://img.tennis-warehouse.com/watermark/rsrb.php?path=AGB5ASA-1.jpg,Buy Asics Gel-Blast 6 Men's Shoes Green/White/Black Online in India at LiveYourSport.com,Yes,1,http://img.tennis-warehouse.com/watermark/rsrb.php?path=AGB5ASA-2.jpg,,,2,http://img.tennis-warehouse.com/watermark/rsrb.php?path=AGB5ASA-3.jpg,,,3,http://img.tennis-warehouse.com/watermark/rsrb.php?path=AGB5ASA-4.jpg,,,4,http://img.tennis-warehouse.com/watermark/rsrb.php?path=AGB5ASA-5.jpg,,,5,Buy Asics Gel-Blast 6 Men's Shoes Green/White/Black Online in India at LiveYourSport.com. Free Shipping and Cash On Delivery Available Visit our Store for More Exciting Offers on Indoor Court Shoes
SKU,,AGB5ASA070,,,,,,,0,[S]Size=US 7.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB5ASA075,,,,,,,0,[S]Size=US 7.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB5ASA080,,,,,,,0,[S]Size=US 8.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB5ASA085,,,,,,,0,[S]Size=US 8.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB5ASA090,,,,,,,0,[S]Size=US 9.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB5ASA095,,,,,,,0,[S]Size=US 9.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB5ASA100,,,,,,,0,[S]Size=US 10.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB5ASA105,,,,,,,0,[S]Size=US 10.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB5ASA110,,,,,,,0,[S]Size=US 11.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB5ASA115,,,,,,,0,[S]Size=US 11.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB5ASA120,,,,,,,0,[S]Size=US 12.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB5ASA125,,,,,,,0,[S]Size=US 12.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB5ASA130,,,,,,,0,[S]Size=US 13.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB5ASA140,,,,,,,0,[S]Size=US 14.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB5ASA150,,,,,,,0,[S]Size=US 15.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
Product,,,ASICS Gel-Blast 6 Men's Shoes Navy/Lightning/White,P," Continually setting the bar higher, ASICS created the Gel Blast 6 with easy court movement and quick cuts in mind. Featuring their Flexion Fit Upper and Personalized Heel Fit technologies, the Blast provides a superior fit and feel while delivering ample support and cushioning. On top of that, the Wet Grip Outsole delivers maximum traction even in less-than-ideal court conditions making this shoe one of the best all around performers money can buy.Upper: Flexion Fit Upper with RhyonSkin for durability.Outsole: Wet Grip Gum Rubber OutsoleFit:Standard length with medium arch support.Color: Blue/White/OrangeWeight: 14.51 oz (Size 10.5) 			Note: Due to manufacturer's restrictions, we are unable to ship Asics products outside the United States.",13686,13686,9196,6293.68,ASICS Gel-Blast 6 Men's Shoes Navy/Lightning/White,ASICS,Racket Sports/Squash/Squash Shoes; Racket Sports/Badminton/Badminton Shoes; Racket Sports/Table Tennis/Table Tennis Shoes; Team Sports/Volleyball/Volleyball Shoes; Shoes/Men's Shoes/Indoor Court Shoes,,0,100,N,12-17 Working Days,"Indoor Court Shoes, Squash Shoes, Badminton Shoes, Volleyball Shoes, Racquet Shoes, Non Marking Shoes, Gum Sole Shoes, Non-Marking ShoesASICS",-300,http://img.tennis-warehouse.com/watermark/rsrb.php?path=AGB6BLU-1.jpg,Buy ASICS Gel-Blast 6 Men's Shoes Navy/Lightning/White Online in India at LiveYourSport.com,Yes,1,http://img.tennis-warehouse.com/watermark/rsrb.php?path=AGB6BLU-2.jpg,,,2,http://img.tennis-warehouse.com/watermark/rsrb.php?path=AGB6BLU-3.jpg,,,3,http://img.tennis-warehouse.com/watermark/rsrb.php?path=AGB6BLU-4.jpg,,,4,http://img.tennis-warehouse.com/watermark/rsrb.php?path=AGB6BLU-5.jpg,,,5,Buy ASICS Gel-Blast 6 Men's Shoes Navy/Lightning/White Online in India at LiveYourSport.com. Free Shipping and Cash On Delivery Available Visit our Store for More Exciting Offers on Indoor Court Shoes
SKU,,AGB6BLU070,,,,,,,0,[S]Size=US 7.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB6BLU075,,,,,,,0,[S]Size=US 7.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB6BLU080,,,,,,,0,[S]Size=US 8.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB6BLU085,,,,,,,0,[S]Size=US 8.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB6BLU090,,,,,,,0,[S]Size=US 9.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB6BLU095,,,,,,,0,[S]Size=US 9.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB6BLU100,,,,,,,0,[S]Size=US 10.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB6BLU105,,,,,,,0,[S]Size=US 10.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB6BLU110,,,,,,,0,[S]Size=US 11.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB6BLU115,,,,,,,0,[S]Size=US 11.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB6BLU120,,,,,,,0,[S]Size=US 12.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB6BLU125,,,,,,,0,[S]Size=US 12.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB6BLU130,,,,,,,0,[S]Size=US 13.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB6BLU140,,,,,,,0,[S]Size=US 14.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,AGB6BLU150,,,,,,,0,[S]Size=US 15.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
Product,,,ASICS Gel-Volleycross Revolution Mid Shoe Flash/Royal,P," With the most GEL® Cushioning ever offered in an Asics racquetball shoe and Mid-cut support, the Gel Volleycross Revolution Mid is one comfortable ride! Asics adapted their best designs from multiple sports to create this extremely well cushioned and supportive shoe while still delivering the stability and traction racquetball players expect. Available in 3 unique colorways and packed with technology, this shoe is the perfect union of a traditional and a modern racquetball shoe.Fit: This shoe fits about a 1/2 size large - if you are unsure, we recommend purchasing a 1/2 size smaller. Arch support is low.Upper: Synthetic leather and meshOutsole: Gum rubber Color: Flash Yellow / Royal BlueWeight: 12.8 oz (Size 10.0)  Note: Due to manufacturer's restrictions, we are unable to ship Asics products outside the United States.",9942,9942,,0,ASICS Gel-Volleycross Revolution Mid Shoe Flash/Royal,ASICS,Racket Sports/Squash/Squash Shoes; Racket Sports/Badminton/Badminton Shoes; Racket Sports/Table Tennis/Table Tennis Shoes; Team Sports/Volleyball/Volleyball Shoes; Shoes/Men's Shoes/Indoor Court Shoes,,0,100,N,12-17 Working Days,"Indoor Court Shoes, Squash Shoes, Badminton Shoes, Volleyball Shoes, Racquet Shoes, Non Marking Shoes, Gum Sole Shoes, Non-Marking ShoesASICS",-270,http://img.tennis-warehouse.com/watermark/rsrb.php?path=ASGVCRG-1.jpg,Buy ASICS Gel-Volleycross Revolution Mid Shoe Flash/Royal Online in India at LiveYourSport.com,Yes,1,http://img.tennis-warehouse.com/watermark/rsrb.php?path=ASGVCRG-2.jpg,,,2,http://img.tennis-warehouse.com/watermark/rsrb.php?path=ASGVCRG-3.jpg,,,3,http://img.tennis-warehouse.com/watermark/rsrb.php?path=ASGVCRG-4.jpg,,,4,http://img.tennis-warehouse.com/watermark/rsrb.php?path=ASGVCRG-5.jpg,,,5,Buy ASICS Gel-Volleycross Revolution Mid Shoe Flash/Royal Online in India at LiveYourSport.com. Free Shipping and Cash On Delivery Available Visit our Store for More Exciting Offers on Indoor Court Shoes
SKU,,ASGVCRG080,,,,,,,0,[S]Size=US 8.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASGVCRG085,,,,,,,0,[S]Size=US 8.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASGVCRG090,,,,,,,0,[S]Size=US 9.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASGVCRG095,,,,,,,0,[S]Size=US 9.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASGVCRG100,,,,,,,0,[S]Size=US 10.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASGVCRG105,,,,,,,0,[S]Size=US 10.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASGVCRG110,,,,,,,0,[S]Size=US 11.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASGVCRG120,,,,,,,0,[S]Size=US 12.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASGVCRG125,,,,,,,0,[S]Size=US 12.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASGVCRG140,,,,,,,0,[S]Size=US 14.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASGVCRG150,,,,,,,0,[S]Size=US 15.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
Product,,,ASICS Gel-Volleycross Revolution Mid Shoe Rd/Wh/Lime,P," With the most GEL® Cushioning ever offered in an Asics racquetball shoe and Mid-cut support, the Gel Volleycross Revolution Mid is one comfortable ride! Asics adapted their best designs from multiple sports to create this extremely well cushioned and supportive shoe while still delivering the stability and traction racquetball players expect. Available in 3 unique colorways and packed with technology, this shoe is the perfect union of a traditional and a modern racquetball shoe.Fit: This shoe fits about a 1/2 size large - if you are unsure, we recommend purchasing a 1/2 size smaller. Arch support is low.Upper: Synthetic leather and meshOutsole: Gum rubber Color: Red / White / LimeWeight: 12.8 oz (Size 10.0)  Note: Due to manufacturer's restrictions, we are unable to ship Asics products outside the United States.",9942,9942,,0,ASICS Gel-Volleycross Revolution Mid Shoe Rd/Wh/Lime,ASICS,Racket Sports/Squash/Squash Shoes; Racket Sports/Badminton/Badminton Shoes; Racket Sports/Table Tennis/Table Tennis Shoes; Team Sports/Volleyball/Volleyball Shoes; Shoes/Men's Shoes/Indoor Court Shoes,,0,100,N,12-17 Working Days,"Indoor Court Shoes, Squash Shoes, Badminton Shoes, Volleyball Shoes, Racquet Shoes, Non Marking Shoes, Gum Sole Shoes, Non-Marking ShoesASICS",-270,http://img.tennis-warehouse.com/watermark/rsrb.php?path=1P47A-1.jpg,Buy ASICS Gel-Volleycross Revolution Mid Shoe Rd/Wh/Lime Online in India at LiveYourSport.com,Yes,1,http://img.tennis-warehouse.com/watermark/rsrb.php?path=1P47A-2.jpg,,,2,http://img.tennis-warehouse.com/watermark/rsrb.php?path=1P47A-3.jpg,,,3,http://img.tennis-warehouse.com/watermark/rsrb.php?path=1P47A-4.jpg,,,4,http://img.tennis-warehouse.com/watermark/rsrb.php?path=1P47A-5.jpg,,,5,Buy ASICS Gel-Volleycross Revolution Mid Shoe Rd/Wh/Lime Online in India at LiveYourSport.com. Free Shipping and Cash On Delivery Available Visit our Store for More Exciting Offers on Indoor Court Shoes
SKU,,ASGVCRE105,,,,,,,0,[S]Size=US 10.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASGVCRE110,,,,,,,0,[S]Size=US 11.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASGVCRE115,,,,,,,0,[S]Size=US 11.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASGVCRE120,,,,,,,0,[S]Size=US 12.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASGVCRE125,,,,,,,0,[S]Size=US 12.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASGVCRE150,,,,,,,0,[S]Size=US 15.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASGVCRE160,,,,,,,0,[S]Size=US 16.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
Product,,,ASICS Gel-Volleycross Revolution Mid Shoe White/Black,P," With the most Gel Cushioning ever offered in an Asics racquetball shoe, combined with Mid Support, the Gel Volleycross Revolution MT is one comfortable ride! Asics took their best technologies from multiple sports to create this extremely well cushioned and supportive shoe, while still delivering the stability and grip expected. Packed with technology and coming in two unique colors schemes, this shoe is the perfect union of the traditional and modern racquetball shoe.Upper: Mesh / Synthetic materials for breathability. 				Outsole: Gum Rubber Outsole				Fit: This shoe fits about a 1/2 size large - if you are unsure, we recommend purchasing a 1/2 size smaller. Arch support is low.Sizes: 7 - 15Color scheme: White/Black/SilverWeight: 12.8 oz (Size 10.0)  			Note: Due to manufacturer's restrictions, we are unable to ship Asics products outside the United States.			",9942,9942,,0,ASICS Gel-Volleycross Revolution Mid Shoe White/Black,ASICS,Racket Sports/Squash/Squash Shoes; Racket Sports/Badminton/Badminton Shoes; Racket Sports/Table Tennis/Table Tennis Shoes; Team Sports/Volleyball/Volleyball Shoes; Shoes/Men's Shoes/Indoor Court Shoes,,0,100,N,12-17 Working Days,"Indoor Court Shoes, Squash Shoes, Badminton Shoes, Volleyball Shoes, Racquet Shoes, Non Marking Shoes, Gum Sole Shoes, Non-Marking ShoesASICS",-270,http://img.tennis-warehouse.com/watermark/rsrb.php?path=ASVCRMT-1.jpg,Buy ASICS Gel-Volleycross Revolution Mid Shoe White/Black Online in India at LiveYourSport.com,Yes,1,http://img.tennis-warehouse.com/watermark/rsrb.php?path=ASVCRMT-2.jpg,,,2,http://img.tennis-warehouse.com/watermark/rsrb.php?path=ASVCRMT-3.jpg,,,3,http://img.tennis-warehouse.com/watermark/rsrb.php?path=ASVCRMT-4.jpg,,,4,http://img.tennis-warehouse.com/watermark/rsrb.php?path=ASVCRMT-5.jpg,,,5,Buy ASICS Gel-Volleycross Revolution Mid Shoe White/Black Online in India at LiveYourSport.com. Free Shipping and Cash On Delivery Available Visit our Store for More Exciting Offers on Indoor Court Shoes
SKU,,ASVCRMT080,,,,,,,0,[S]Size=US 8.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASVCRMT085,,,,,,,0,[S]Size=US 8.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASVCRMT090,,,,,,,0,[S]Size=US 9.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASVCRMT095,,,,,,,0,[S]Size=US 9.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASVCRMT100,,,,,,,0,[S]Size=US 10.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASVCRMT105,,,,,,,0,[S]Size=US 10.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASVCRMT110,,,,,,,0,[S]Size=US 11.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASVCRMT115,,,,,,,0,[S]Size=US 11.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASVCRMT125,,,,,,,0,[S]Size=US 12.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASVCRMT140,,,,,,,0,[S]Size=US 14.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,ASVCRMT150,,,,,,,0,[S]Size=US 15.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
Product,,,Ektelon 2013 Men's T22 Low Black/Red Shoes,P," What is black, white, and red all over? The Ektelon T22 Low shoe in the latest colorway!  So it may not be the best punch-line, but your opponent will know you're not joking around on court when you sport these performance kicks. Great for indoor court play! Lightweight synthetic upper provides comfort and lasting support.Air mesh quarter, vamp and tongue panels ensure maximum ventilation.TPU forefoot straps provide a custom glove-like fit while stabilizing the forefoot.RASH toe cap provides added abrasion protection for toe draggers.PU sockliner provides added cushioning and long lasting support.ShockEraser midsole insert absorbs heavy impact in the heel.PU forefoot insert disperses shock under the forefoot.Injected ""wYshbone"" TPU shank improves lateral and medial stability.Midsole cushioning to withstand the demands of racquetball play.Tacky gum rubber outsoles for ultimate traction.Fit: Standard length and slightly wide width.Weight: 16.6 ounces (size 10.5) Color:  Black / Red ",9011,9011,,0,Ektelon 2013 Men's T22 Low Black/Red Shoes,Ektelon,Racket Sports/Squash/Squash Shoes; Racket Sports/Badminton/Badminton Shoes; Racket Sports/Table Tennis/Table Tennis Shoes; Team Sports/Volleyball/Volleyball Shoes; Shoes/Men's Shoes/Indoor Court Shoes,,0,100,N,12-17 Working Days,"Indoor Court Shoes, Squash Shoes, Badminton Shoes, Volleyball Shoes, Racquet Shoes, Non Marking Shoes, Gum Sole Shoes, Non-Marking ShoesEktelon",-250,http://img.tennis-warehouse.com/watermark/rsrb.php?path=EKTT22R-1.jpg,Buy Ektelon 2013 Men's T22 Low Black/Red Shoes Online in India at LiveYourSport.com,Yes,1,http://img.tennis-warehouse.com/watermark/rsrb.php?path=EKTT22R-2.jpg,,,2,http://img.tennis-warehouse.com/watermark/rsrb.php?path=EKTT22R-3.jpg,,,3,http://img.tennis-warehouse.com/watermark/rsrb.php?path=EKTT22R-4.jpg,,,4,http://img.tennis-warehouse.com/watermark/rsrb.php?path=EKTT22R-5.jpg,,,5,Buy Ektelon 2013 Men's T22 Low Black/Red Shoes Online in India at LiveYourSport.com. Free Shipping and Cash On Delivery Available Visit our Store for More Exciting Offers on Indoor Court Shoes
SKU,,EKTT22R065,,,,,,,0,[S]Size=US 6.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,EKTT22R070,,,,,,,0,[S]Size=US 7.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,EKTT22R075,,,,,,,0,[S]Size=US 7.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,EKTT22R080,,,,,,,0,[S]Size=US 8.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,EKTT22R085,,,,,,,0,[S]Size=US 8.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,EKTT22R090,,,,,,,0,[S]Size=US 9.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,EKTT22R095,,,,,,,0,[S]Size=US 9.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,EKTT22R100,,,,,,,0,[S]Size=US 10.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,EKTT22R105,,,,,,,0,[S]Size=US 10.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,EKTT22R110,,,,,,,0,[S]Size=US 11.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,EKTT22R115,,,,,,,0,[S]Size=US 11.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,EKTT22R130,,,,,,,0,[S]Size=US 13.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,EKTT22R140,,,,,,,0,[S]Size=US 14.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
Product,,,Ektelon 2014 Men's T22 Mid White/Black/Energy Bl Shoes,P," The Ektelon T22 Low shoe is one of the most supportive and stable shoes in the game, plus it's non-marking gum rubber outsole is great for indoor court traction! Fit: Standard length and slightly wide width.Weight: 16.6 ounces (size 10.5) Color:  White / Black / Energy BlueLightweight synthetic upper provides comfort and lasting support.Air mesh quarter, vamp and tongue panels ensure maximum ventilation.TPU forefoot straps provide a custom glove-like fit while stabilizing the forefoot.RASH toe cap provides added abrasion protection for toe draggers.PU sockliner provides added cushioning and long lasting support.ShockEraser midsole insert absorbs heavy impact in the heel.PU forefoot insert disperses shock under the forefoot.Injected ""wYshbone"" TPU shank improves lateral and medial stability.Midsole cushioning to withstand the demands of racquetball play.Tacky gum rubber outsole for ultimate traction. ",9478,9478,,0,Ektelon 2014 Men's T22 Mid White/Black/Energy Bl Shoes,Ektelon,Racket Sports/Squash/Squash Shoes; Racket Sports/Badminton/Badminton Shoes; Racket Sports/Table Tennis/Table Tennis Shoes; Team Sports/Volleyball/Volleyball Shoes; Shoes/Men's Shoes/Indoor Court Shoes,,0,100,N,12-17 Working Days,"Indoor Court Shoes, Squash Shoes, Badminton Shoes, Volleyball Shoes, Racquet Shoes, Non Marking Shoes, Gum Sole Shoes, Non-Marking ShoesEktelon",-250,http://img.tennis-warehouse.com/watermark/rsrb.php?path=EKNEW22-1.jpg,Buy Ektelon 2014 Men's T22 Mid White/Black/Energy Bl Shoes Online in India at LiveYourSport.com,Yes,1,http://img.tennis-warehouse.com/watermark/rsrb.php?path=EKNEW22-2.jpg,,,2,http://img.tennis-warehouse.com/watermark/rsrb.php?path=EKNEW22-3.jpg,,,3,http://img.tennis-warehouse.com/watermark/rsrb.php?path=EKNEW22-4.jpg,,,4,http://img.tennis-warehouse.com/watermark/rsrb.php?path=EKNEW22-5.jpg,,,5,Buy Ektelon 2014 Men's T22 Mid White/Black/Energy Bl Shoes Online in India at LiveYourSport.com. Free Shipping and Cash On Delivery Available Visit our Store for More Exciting Offers on Indoor Court Shoes
SKU,,EKNEW22065,,,,,,,0,[S]Size=US 6.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,EKNEW22070,,,,,,,0,[S]Size=US 7.0  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,,EKNEW22075,,,,,,,0,[S]Size=US 7.5  ,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
