description,description1,URL,MRP,id,imgurl,productname
,,,"
		Rs.4,800.00			",357,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Strength_Ba_4ef2d448c00eb.jpg,XLR8 Strength Bag 5kg
,,,"
		Rs.2,250.00			",734,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Slam_Ball_9_5215cb0ec7bb3.jpg,XLR8 Slam Ball 9kg
,,,"
		Rs.5,250.00			",358,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Strength_Ba_4ef2d52331db5.jpg,XLR8 Strength Bag 10kg
,,,"
		Rs.5,250.00			",359,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Strength_Ba_4ef2d57d3046f.jpg,XLR8 Strength Bag 15kg
,,,"
		Rs.6,300.00			",360,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Strength_Ba_4ef2d5ef901f7.jpg,XLR8 Strength Bag 20kg
,,,"
		Rs.7,200.00			",362,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Strength_Ba_4ef2d7bc650c5.jpg,XLR8 Strength Bag 30kg
,,,"
		Rs.6,300.00			",361,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Strength_Ba_4ef2d6fae9933.jpg,XLR8 Strength Bag 25kg
,,,"
		Rs.7,200.00			",363,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Strength_Ba_4ef2d810ac68d.jpg,XLR8 Strength Bag 35kg
,,,"
		Rs.11,025.00			",768,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Sport_Tra_522892e6ae67c.jpg,Eleiko Sport Training Disc 10kg Coloured
,,,"
		Rs.47,850.00			",731,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_3_in_1_Pl_52132d69070b6.jpg,"Eleiko 3 in 1 Plyo Puzzle Box 20"", 24"", 30"" Black"
,,,"
		Rs.113,985.00			",769,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Sport_Tra_5228935f9279d.jpg,Eleiko Sport Training Platform 2 x 2m
,,,"
		Rs.7,785.00			",741,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Competiti_5218a64e49819.jpg,Eleiko Competition Kettlebells 12 kg - coloured
,,,"
		Rs.8,070.00			",742,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Competiti_5218a67846fb2.jpg,Eleiko Competition Kettlebells 16 kg - coloured
,,,"
		Rs.8,925.00			",743,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Competiti_5218a6ba8a43a.jpg,Eleiko Competition Kettlebells 20 kg - coloured
,,,"
		Rs.10,200.00			",744,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Competiti_5218a6fb4e4e3.jpg,Eleiko Competition Kettlebells 24 kg - coloured
,,,"
		Rs.11,760.00			",745,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Competiti_5218a72265a4e.jpg,Eleiko Competition Kettlebells 28 kg - coloured
,,,"
		Rs.7,500.00			",740,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Competiti_5218a60fef0c5.jpg,Eleiko Competition Kettlebells 8 kg - coloured
,,,"
		Rs.13,305.00			",746,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Competiti_5218a75629621.jpg,Eleiko Competition Kettlebells 32 kg - coloured
,,,"
		Rs.21,675.00			",758,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Curl_Bar__52288cecca703.jpg,Eleiko Curl Bar - 50mm 10.5kg
,,,"
		Rs.56,775.00			",757,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Curl_Bar__52288c3c08054.jpg,Eleiko Curl Bar - 50mm 12kg
,,,"
		Rs.85,350.00			",753,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Olympic_W_52288a45ec646.jpg,Eleiko Olympic WL Competition Bar - 20kg
,,,"
		Rs.73,200.00			",754,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_PL_Compet_52288ac552e97.jpg,Eleiko PL Competition Bar - 20kg
,,,"
		Rs.15,000.00			",767,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Sport_Tra_5228917ec2142.jpg,Eleiko Sport Training Disc 15kg Coloured
,,,"
		Rs.20,550.00			",765,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Sport_Tra_5228902e3e175.jpg,Eleiko Sport Training Disc 25kg Coloured
,,,"
		Rs.187,485.00			",764,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Sport_Tra_52288fc2e1937.jpg,Eleiko Sport Training set - 160kg
,,,"
		Rs.60,300.00			",755,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Sports_Tr_52288b5415f67.jpg,Eleiko Sports Training Bar 15kg
,,,"
		Rs.16,725.00			",766,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Sport_Tra_522892906b7bd.jpg,Eleiko Sport Training Disc 20kg Coloured
,,,"
		Rs.60,300.00			",756,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Sports_Tr_52288bbfe8e10.jpg,Eleiko Sports Training Bar 20kg
,,,"
		Rs.990.00			",759,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Spring_Co_52288d5ac0c2e.jpg,Eleiko Spring Collars
,,,"
		Rs.14,050.00			",489,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Les_Mills_GRIT___503c97ec0a264.jpg,Les Mills GRIT™ Strength
,,,"
		Rs.14,050.00			",91,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYBALANCE___4e5534a024308.png,BODYBALANCE™
,,,"
		Rs.11,910.00			,
		Rs.14,050.00			,
		Rs.14,050.00			,
		Rs.14,050.00			",92,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYATTACK___4e5535495e661.png,BODYATTACK™
,,,"
		Rs.14,050.00			",87,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYCOMBAT___4e552c80f0ae1.png,BODYCOMBAT™
,,,"
		Rs.14,050.00			",90,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYJAM___4e5531f8af7a3.png,BODYJAM™
,,,"
		Rs.14,050.00			",83,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYPUMP_4e5428bd57b54.png,BODYPUMP™
,,,"
		Rs.11,910.00			",88,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYSTEP___4e552e793a062.png,BODYSTEP™
,,,"
		Rs.11,910.00			",86,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYVIVE____4e552ab8933b1.png,BODYVIVE™
,,,"
		Rs.11,910.00			",89,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/RPM____4e5530a96146d.png,RPM™
,,,"
		Rs.11,910.00			",85,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/CXWORK____4e55288986317.png,CXWORX™
,,,"
		Rs.11,910.00			",84,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/SH_BAM_4e552480227ff.png,SH'BAM™
,,,"
		Rs.3,370.00			",181,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYATTACK____Fu_4f0aa15d55c65.jpg,BODYATTACK™ Full Assessment
,,,"
		Rs.3,370.00			",189,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYBALANCE____F_4f0aa2a92148f.jpg,BODYBALANCE™ Full Assessment
,,,"
		Rs.900.00			",182,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYATTACK____Re_4f0aa1db41866.jpg,BODYATTACK™ Resubmission
,,,"
		Rs.3,370.00			",191,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYCOMBAT____Fu_4f0aa3b75c626.jpg,BODYCOMBAT™ Full Assessment
,,,"
		Rs.900.00			",190,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYBALANCE____R_4f0aa30d2d851.jpg,BODYBALANCE™ Resubmission
,,,"
		Rs.900.00			",192,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYCOMBAT____Re_4f0aa466b3edd.jpg,BODYCOMBAT™ Resubmission
,,,"
		Rs.3,370.00			",183,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYJAM____Full__4f0aa4c19e227.jpg,BODYJAM™ Full Assessment
,,,"
		Rs.900.00			",184,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYJAM____Resub_4f0aa4f4bcddd.jpg,BODYJAM™ Resubmission
,,,"
		Rs.3,370.00			",179,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYPUMP____Full_4f0aa547efade.jpg,BODYPUMP™ Full Assessment
,,,"
		Rs.900.00			",180,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYPUMP____Resu_4f0aa58048508.jpg,BODYPUMP™ Resubmission
,,,"
		Rs.3,370.00			",185,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYVIVE____Full_4f0aa62fc537c.jpg,BODYVIVE™ Full Assessment
,,,"
		Rs.900.00			",188,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYSTEP____Resu_4f0aa6035ade0.jpg,BODYSTEP™ Resubmission
,,,"
		Rs.3,370.00			",187,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYSTEP____Full_4f0aa5e12650b.jpg,BODYSTEP™ Full Assessment
,,,"
		Rs.900.00			",186,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYVIVE____Resu_4f0aa6c11e3d1.jpg,BODYVIVE™ Resubmission
,,,"
		Rs.3,370.00			",193,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/RPM____Full_Asse_4f0aa72cb306f.jpg,RPM™ Full Assessment
,,,"
		Rs.900.00			",194,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/RPM____Resubmiss_4f0aa7bb0c122.jpg,RPM™ Resubmission
,,,"
		Rs.15,730.00			",199,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/AIM_BODYATTACK_4ea537de69bfe.jpg,AIM BODYATTACK™
,,,"
		Rs.15,730.00			",198,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/AIM_BODYBALANCE_4ea53734204b0.jpg,AIM BODYBALANCE™
,,,"
		Rs.15,730.00			",197,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/AIM_BODYPUMP_4ea5365258dce.jpg,AIM BODYPUMP™
,,,"
		Rs.15,730.00			",200,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/AIM_RPM_4ea53840047a7.jpg,AIM RPM™
,,,"
		Rs.15,730.00			",196,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/AIM_BODYCOMBAT_4ea535be09fe2.jpg,AIM BODYCOMBAT™
,,,"
		Rs.19,100.00			",195,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/AIM_Module_2_4ea5343c9a571.jpg,AIM Module 2
